visited_datehours,candidates,hash_uid,test_pid,visited_pids
"['2017-12-02 13', '2017-12-02 13', '2017-12-02 18', '2017-12-02 18', '2017-12-04 13', '2017-12-05 12', '2017-12-05 13', '2017-12-05 17', '2017-12-05 17', '2017-12-06 18', '2017-12-06 18', '2017-12-06 19', '2017-12-07 07', '2017-12-07 07', '2017-12-07 12', '2017-12-07 18', '2017-12-07 18', '2017-12-08 13', '2017-12-08 20', '2017-12-09 13', '2017-12-11 18', '2017-12-12 13', '2017-12-12 13', '2017-12-13 07', '2017-12-13 13', '2017-12-13 18', '2017-12-13 18', '2017-12-14 13', '2017-12-14 13', '2017-12-15 17', '2017-12-15 17', '2017-12-16 13', '2017-12-16 14', '2017-12-16 14', '2017-12-18 13', '2017-12-18 13', '2017-12-18 17', '2017-12-18 17', '2017-12-19 08', '2017-12-19 12', '2017-12-19 13', '2017-12-20 07', '2017-12-20 13', '2017-12-21 18', '2017-12-21 18', '2017-12-21 21', '2017-12-21 22', '2017-12-21 22', '2017-12-21 22', '2017-12-22 08']","[31463, 29250, 29928, 3438, 43063, 35998, 24619, 30765, 47409, 44031, 40774, 17907, 38801, 27693, 42050, 46651, 34610, 28082, 45421, 18329, 34776, 53072, 34133, 33887, 1628, 16985, 33747, 35604, 18105, 50724]",fdB9ImdEWB5N3HEYv6Jquj9uET3JNb5wzm/iWdoGeG8=,9631.0,"[25969, 15339, 31030, 28475, 22340, 25969, 51734, 39848, 28473, 31030, 9632, 28474, 27022, 34454, 25969, 28506, 28475, 15252, 28608, 25969, 28474, 28479, 31030, 34454, 25969, 31030, 28474, 25969, 8546, 28484, 9632, 25969, 28474, 28624, 51733, 51734, 28506, 28476, 20598, 7673, 31030, 34454, 25969, 25969, 15339, 31030, 49390, 42456, 28474, 20598]"
"['2017-12-14 15', '2017-12-14 16', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 11', '2017-12-16 12', '2017-12-16 12', '2017-12-16 12', '2017-12-16 13', '2017-12-16 13', '2017-12-16 14', '2017-12-16 14', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-16 16', '2017-12-16 17', '2017-12-16 17', '2017-12-16 17', '2017-12-16 17', '2017-12-16 17', '2017-12-16 17', '2017-12-17 15', '2017-12-17 16', '2017-12-17 17', '2017-12-17 21', '2017-12-21 16', '2017-12-21 16', '2017-12-27 18', '2017-12-27 18', '2017-12-27 19', '2017-12-27 22']","[18470, 40332, 13812, 52473, 25405, 35770, 5797, 50941, 30238, 808, 15933, 2816, 11766, 3176, 33672, 22594, 24945, 12656, 53100, 13077, 19168, 42778, 44211, 45968, 52715, 53069, 38868, 32091, 38801, 34776]",DrgSJNtJL5SMa6ya0hDJWrWwbbz0Tq78a0shZhp03V4=,51722.0,"[15619, 22592, 11010, 41520, 15324, 7336, 15324, 8327, 2982, 16542, 11043, 10955, 49666, 16542, 49666, 49666, 49666, 49666, 49666, 4833, 12982, 12982, 12982, 4848, 49666, 46424, 12982, 46426, 12982, 12982, 12982, 12982, 12982, 12982, 29083, 29107, 12982, 31089, 10250, 1484, 7986, 7986, 7986, 29815, 29985, 29985, 35865, 27051, 47868, 27077]"
"['2017-12-07 15', '2017-12-07 19', '2017-12-07 21', '2017-12-08 10', '2017-12-09 09', '2017-12-09 10', '2017-12-10 15', '2017-12-10 16', '2017-12-10 16', '2017-12-10 17', '2017-12-10 17', '2017-12-10 18', '2017-12-11 16', '2017-12-11 16', '2017-12-11 16', '2017-12-12 11', '2017-12-12 12', '2017-12-12 12', '2017-12-12 16', '2017-12-12 16', '2017-12-12 16', '2017-12-12 16', '2017-12-13 11', '2017-12-13 11', '2017-12-13 12', '2017-12-13 13', '2017-12-13 16', '2017-12-14 15', '2017-12-14 15', '2017-12-14 16', '2017-12-14 16', '2017-12-14 16', '2017-12-14 18', '2017-12-15 15', '2017-12-16 14', '2017-12-16 15', '2017-12-17 14', '2017-12-18 15', '2017-12-18 16', '2017-12-19 15', '2017-12-19 16', '2017-12-19 16', '2017-12-19 16', '2017-12-19 16', '2017-12-19 18', '2017-12-19 23', '2017-12-20 12', '2017-12-21 09', '2017-12-21 14', '2017-12-21 18']","[27888, 32179, 35840, 25398, 3029, 30777, 38441, 27161, 2437, 25864, 25883, 22584.0, 30583, 29808, 46264, 28428, 19322, 34750, 43500, 19492, 20983, 24275, 28893, 6466, 43642, 34221, 17042, 51850, 11862, 44413]",ywH7q+3Yo8Jr7fWdmL3NwM1V5MXu7h2LIdIxFOBtw9g=,29998.0,"[29461, 25557, 51779, 41778, 1395, 1395, 12138, 12138, 12138, 12138, 12138, 12138, 29716, 29901, 40566, 29772, 29282, 29983, 9241, 17291, 15348, 24562, 25325, 29901, 46573, 46573, 9018, 29299, 29901, 29997, 29946, 29299, 27900, 29230, 8530, 8530, 26946, 29251, 41778, 29729, 29805, 29729, 29816, 29964, 1484, 30738, 31123, 6752, 31128, 2878]"
"['2017-12-05 08', '2017-12-05 19', '2017-12-06 07', '2017-12-06 08', '2017-12-07 07', '2017-12-07 07', '2017-12-07 08', '2017-12-08 00', '2017-12-09 02', '2017-12-10 09', '2017-12-12 07', '2017-12-14 07', '2017-12-15 19', '2017-12-15 20', '2017-12-16 16', '2017-12-16 18', '2017-12-16 18', '2017-12-16 19', '2017-12-16 19', '2017-12-16 20', '2017-12-17 11', '2017-12-17 12', '2017-12-17 15', '2017-12-17 16', '2017-12-17 16', '2017-12-17 19', '2017-12-19 07', '2017-12-21 07', '2017-12-22 06', '2017-12-22 07', '2017-12-22 20', '2017-12-22 23', '2017-12-29 08', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2017-12-30 14', '2017-12-30 15', '2017-12-30 15', '2017-12-30 16', '2017-12-30 16', '2017-12-30 18', '2017-12-31 16', '2017-12-31 17', '2017-12-31 21', '2018-01-01 14', '2018-01-01 16', '2018-01-01 20', '2018-01-01 21', '2018-01-02 07']","[38059, 9600, 26687, 39514, 48136, 44069.0, 42832, 9357, 34033, 24198, 37377, 9452, 50092, 43982, 34134, 36233, 33027, 15302, 17292, 197, 16254, 19880, 41125, 21935, 39293, 20568, 45585, 42548, 36633, 42276]",rwmips6tDorI8DdGeGsWd4UANcL/nvX3dKbuFwnUg18=,24158.0,"[8366, 24119, 24337, 24046, 24337, 24062, 8366, 48157, 5272, 24078, 24062, 24049.0, 34831, 35033, 35920, 47854, 47886, 35860, 35950, 35860, 29107, 1338, 27912, 34648, 41525, 42508, 24047, 24072, 24337, 34403, 24083, 12823, 24337, 31071, 31070, 31032, 29108, 37006, 42517, 37037, 37206, 37205, 34204, 34204, 9073, 12692, 690, 34543, 34543, 24337]"
"['2017-12-26 19', '2017-12-26 20', '2017-12-27 08', '2017-12-27 11', '2017-12-27 11', '2017-12-27 18', '2017-12-28 09', '2017-12-28 12', '2017-12-28 12', '2017-12-28 13', '2017-12-28 14', '2017-12-28 18', '2017-12-28 18', '2017-12-29 07', '2017-12-29 08', '2017-12-29 08', '2017-12-29 11', '2017-12-29 16', '2017-12-29 16', '2017-12-29 16', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-30 12', '2017-12-30 13', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 19', '2017-12-30 20', '2017-12-30 21', '2017-12-30 22', '2017-12-30 22', '2017-12-31 12', '2017-12-31 13', '2017-12-31 19', '2017-12-31 19', '2017-12-31 20', '2017-12-31 20', '2018-01-02 09', '2018-01-02 11', '2018-01-02 11', '2018-01-02 12', '2018-01-02 18', '2018-01-02 18', '2018-01-03 07', '2018-01-03 11', '2018-01-03 11', '2018-01-03 12', '2018-01-03 19']","[24940, 33382, 6709, 14833, 34586.0, 29987, 33389, 47792, 5417, 52322, 24609, 49156, 12672, 1405, 18624, 2190, 35747, 20360, 10205, 26144, 25842, 37455, 24070, 18460, 15287, 5470, 52746, 25864, 15693, 52804]",lKFpsngr82JEWv73T3gdLN5Pv9gHt46Uvgz88HnfTJc=,28577.0,"[28507, 25389, 28530, 12643, 14639, 28479, 25402, 25389, 25452, 28659, 27854, 27966, 28074, 29883, 28461, 29883, 43195, 28485, 28479, 28480, 25452, 1824, 28578, 25403, 25403, 28137, 16970, 28144, 43209, 50929, 44559, 1946, 1940, 25378, 25403, 1824, 25403, 25403, 1824, 48630, 6131, 53570, 5932, 27861, 28479, 28660, 22790, 21861, 33797, 28485]"
"['2017-12-09 11', '2017-12-09 19', '2017-12-11 14', '2017-12-11 17', '2017-12-12 06', '2017-12-12 06', '2017-12-12 09', '2017-12-13 06', '2017-12-13 06', '2017-12-13 15', '2017-12-13 18', '2017-12-13 18', '2017-12-14 06', '2017-12-14 06', '2017-12-14 07', '2017-12-14 11', '2017-12-14 11', '2017-12-14 12', '2017-12-15 06', '2017-12-15 09', '2017-12-15 09', '2017-12-15 11', '2017-12-15 12', '2017-12-16 13', '2017-12-16 13', '2017-12-18 06', '2017-12-18 11', '2017-12-19 14', '2017-12-20 06', '2017-12-20 08', '2017-12-20 12', '2017-12-20 14', '2017-12-21 06', '2017-12-21 11', '2017-12-22 06', '2017-12-22 08', '2017-12-23 14', '2017-12-24 17', '2017-12-24 18', '2017-12-25 14', '2017-12-26 13', '2017-12-27 06', '2017-12-27 08', '2017-12-27 11', '2017-12-28 15', '2017-12-28 16', '2017-12-29 07', '2017-12-29 08', '2018-01-02 17', '2018-01-02 17']","[4643, 9942, 49537, 31044, 48134, 43810, 34528, 10147, 13872, 30301, 46951, 29368, 23175, 28014, 37204, 41759, 46799, 5155, 25564, 38283, 24981, 39493, 29077, 34725, 2391, 48597, 49668, 45370, 32157, 39075]",anJK6BVrDPSMvWr+/dWn6z5rTe39ZuQehK/2SGvnzQY=,30984.0,"[29440, 12804, 12800, 31053, 27224, 27926, 31020, 12758, 30999, 27789, 12824, 29412, 12779, 30978, 27632, 27981, 27859, 4610, 12765, 34258, 38673, 31034, 31154, 29985, 29401, 12768, 30146, 34113, 30978, 36301, 12801, 31053, 27390, 12794, 30999, 34258, 30999, 48029, 35864, 28047, 28468, 8774, 34259, 27909, 31053, 31129, 28121, 34259, 31053, 43301]"
"['2017-12-17 15', '2017-12-18 08', '2017-12-18 08', '2017-12-18 13', '2017-12-18 14', '2017-12-18 15', '2017-12-18 16', '2017-12-18 16', '2017-12-18 17', '2017-12-21 09', '2017-12-21 21', '2017-12-21 21', '2017-12-21 21', '2017-12-22 08', '2017-12-22 09', '2017-12-22 09', '2017-12-22 09', '2017-12-22 16', '2017-12-24 18', '2017-12-24 18', '2017-12-24 21', '2017-12-24 21', '2017-12-24 21', '2017-12-25 12', '2017-12-25 13', '2017-12-25 15', '2017-12-29 15', '2017-12-29 15', '2017-12-29 19', '2017-12-30 13', '2017-12-30 15', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-31 12', '2017-12-31 12', '2017-12-31 12', '2017-12-31 14', '2017-12-31 15', '2017-12-31 15', '2018-01-01 18', '2018-01-01 18', '2018-01-01 18', '2018-01-02 09', '2018-01-02 12', '2018-01-02 15', '2018-01-02 17', '2018-01-03 15', '2018-01-03 16']","[23047, 31180, 35437, 32505, 49444, 39531, 28687, 52467, 18306, 52847.0, 38404, 19581, 47604, 51080, 25603, 41073, 10247, 3720, 24709, 48883, 50191, 38148, 3297, 6807, 49129, 9431, 9619, 1803, 50936, 8382]",xjvuN6mapRcZdxr7wbX528Tv/9S+cBL+djqiru1eI0A=,31082.0,"[3758, 34312, 34312, 34312, 34312, 34312, 20625, 20624, 20624, 48726, 6388, 19192, 6388, 34312, 34312, 34312, 34312, 38648, 35036, 34927, 35023, 34941, 46942, 43426, 3967, 49359, 48798, 34561, 26001, 21671, 34215, 48956, 35122, 34685, 35029, 34842, 31086, 31083, 34704, 8777, 31053, 25987, 6091, 39275, 48726, 48726, 32227, 34561, 48220, 16772]"
"['2017-12-09 15', '2017-12-09 16', '2017-12-09 17', '2017-12-09 17', '2017-12-11 07', '2017-12-11 12', '2017-12-11 12', '2017-12-11 18', '2017-12-12 18', '2017-12-12 18', '2017-12-12 20', '2017-12-13 12', '2017-12-13 12', '2017-12-14 07', '2017-12-14 07', '2017-12-14 12', '2017-12-15 12', '2017-12-15 12', '2017-12-15 19', '2017-12-15 19', '2017-12-18 07', '2017-12-18 08', '2017-12-18 12', '2017-12-18 15', '2017-12-18 20', '2017-12-18 20', '2017-12-18 21', '2017-12-19 12', '2017-12-20 12', '2017-12-20 12', '2017-12-20 19', '2017-12-21 08', '2017-12-21 08', '2017-12-21 12', '2017-12-21 18', '2017-12-22 08', '2017-12-22 14', '2017-12-23 15', '2017-12-23 16', '2017-12-23 18', '2017-12-26 08', '2017-12-27 13', '2017-12-27 18', '2017-12-27 18', '2017-12-28 07', '2017-12-28 12', '2017-12-28 18', '2017-12-28 18', '2017-12-28 20', '2017-12-29 12']","[30009, 35040, 28662, 29438, 5196, 24290, 45363, 51269, 26622, 7024, 43132, 37311, 11356, 32151, 11841, 28657, 34242, 35773, 44586, 39329, 7624, 14298, 24235, 39276, 34930, 27820, 49784, 51359, 36000, 43180]",wvHR6BTdyCa7hmrjGZMYnpkAAzLx60O096vglVLW8WE=,28026.0,"[34773, 27953, 28145, 18268, 28019, 9855, 15682, 15947, 27953, 19477, 27903, 35047, 35110, 27903, 29520, 34969, 52450, 52406, 27953, 28019, 27903, 27984, 9855, 49678, 28067, 49678, 26948, 9855, 31731, 9855, 27062, 28032, 27903, 48996, 35067, 6903, 27054, 11322, 11322, 690, 27903, 47112, 27856, 27953, 26944, 15682, 35689, 28485, 30593, 14904]"
"['2017-12-08 18', '2017-12-08 18', '2017-12-08 18', '2017-12-08 19', '2017-12-08 20', '2017-12-08 20', '2017-12-09 19', '2017-12-09 19', '2017-12-09 19', '2017-12-09 19', '2017-12-09 20', '2017-12-09 20', '2017-12-11 15', '2017-12-11 18', '2017-12-12 16', '2017-12-12 19', '2017-12-12 19', '2017-12-15 16', '2017-12-15 16', '2017-12-15 16', '2017-12-15 16', '2017-12-15 16', '2017-12-15 17', '2017-12-15 17', '2017-12-15 17', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 18', '2017-12-15 20', '2017-12-15 23', '2017-12-16 21', '2017-12-18 15', '2017-12-30 01', '2017-12-30 01', '2017-12-30 18', '2017-12-30 20', '2017-12-31 20', '2018-01-01 21', '2018-01-02 13', '2018-01-02 14', '2018-01-02 14', '2018-01-02 14', '2018-01-02 14', '2018-01-02 15', '2018-01-02 15', '2018-01-02 16', '2018-01-02 19', '2018-01-03 16']","[22918, 6674, 50107, 20420, 32588, 4674, 8718, 22928, 45526, 44340, 1241, 4468, 25945, 29638, 26963, 30427, 37300, 27622, 16189, 30884, 18487, 34632, 37518, 25701, 2833, 34375, 6370, 38903, 20839, 45738]",DTiXr4kAY0bVTp3g9mmHrVvvtpAucNjKELqhclGUqpc=,31053.0,"[12688, 5162, 5163, 5199, 31128, 31058, 19530, 19530, 18015, 19526, 18257, 19530, 8733, 28475, 40796, 3034, 3100, 1492, 22961, 7093, 31128, 51086, 7093, 7093, 7093, 7093, 1492, 24275, 28624, 28535, 468.0, 7314.0, 4427, 31002, 34760, 34738, 44833, 4427, 17336, 48601, 40796, 37564, 11467, 37562, 37563, 34321, 13984, 34321, 1492, 31145]"
"['2017-12-15 19', '2017-12-16 14', '2017-12-16 14', '2017-12-16 14', '2017-12-16 15', '2017-12-16 15', '2017-12-17 04', '2017-12-17 13', '2017-12-18 07', '2017-12-19 08', '2017-12-19 18', '2017-12-20 07', '2017-12-20 15', '2017-12-21 10', '2017-12-22 07', '2017-12-22 15', '2017-12-22 15', '2017-12-22 15', '2017-12-22 15', '2017-12-22 19', '2017-12-22 19', '2017-12-23 09', '2017-12-23 09', '2017-12-23 15', '2017-12-23 16', '2017-12-23 16', '2017-12-23 17', '2017-12-23 17', '2017-12-23 20', '2017-12-23 20', '2017-12-23 21', '2017-12-24 10', '2017-12-24 11', '2017-12-24 11', '2017-12-24 20', '2017-12-27 07', '2017-12-28 00', '2017-12-28 15', '2017-12-28 15', '2017-12-28 19', '2017-12-28 20', '2017-12-28 21', '2017-12-29 07', '2017-12-29 07', '2017-12-29 21', '2017-12-30 23', '2018-01-02 16', '2018-01-02 20', '2018-01-02 20', '2018-01-03 11']","[48689, 19679, 19291, 20956, 38709, 28521, 42505.0, 26915, 50974, 35115, 36208, 7197, 29524, 47926, 21302, 6764, 30026, 52491, 317, 30015, 22784, 48935, 31734, 3859, 7161, 50699, 4585, 7864, 4734, 2646]",xzJgMw0UuXP6DqiFuFQnJtq3rETGatU7U/MNeVtvhzs=,31538.0,"[28182, 18244, 18244, 18242, 15368, 15368, 1818, 42333, 30954, 30954, 21648, 29958, 40421, 50069, 29958, 18244, 40421, 53652, 18242, 4745.0, 2791, 29958, 30954, 19458, 19285, 19422, 19013, 19483, 35110, 34934, 47003, 29073, 29214, 39593, 40272, 30954, 33482, 53652, 40421, 40272, 17927, 19458, 30952, 29958, 21655, 49387, 48742, 21390, 48085, 40421]"
"['2017-12-10 17', '2017-12-10 18', '2017-12-11 20', '2017-12-12 08', '2017-12-12 23', '2017-12-13 09', '2017-12-13 22', '2017-12-13 22', '2017-12-14 08', '2017-12-14 09', '2017-12-14 18', '2017-12-14 19', '2017-12-15 19', '2017-12-16 10', '2017-12-16 10', '2017-12-16 21', '2017-12-16 21', '2017-12-16 22', '2017-12-17 01', '2017-12-17 02', '2017-12-17 19', '2017-12-17 19', '2017-12-17 20', '2017-12-17 21', '2017-12-18 08', '2017-12-18 08', '2017-12-19 12', '2017-12-20 08', '2017-12-20 09', '2017-12-20 15', '2017-12-21 08', '2017-12-21 17', '2017-12-21 19', '2017-12-22 10', '2017-12-22 23', '2017-12-23 17', '2017-12-23 18', '2017-12-23 20', '2017-12-26 15', '2017-12-26 15', '2017-12-26 15', '2017-12-26 16', '2017-12-26 16', '2017-12-30 21', '2017-12-30 22', '2018-01-01 16', '2018-01-01 20', '2018-01-01 21', '2018-01-02 08', '2018-01-03 10']","[19210, 43982, 31858, 20102, 28437, 3060, 18585, 17541, 19596, 24894, 2368, 37983, 13625, 34100, 30596, 29224, 34861, 52216, 23903, 20826, 3380, 44188, 27800, 26412, 9458, 48001, 51709, 27210, 38710, 53117.0]",3kPGD8rAvHJLtkt27/QfmsAFkKJs0ZkG46Y7D+Dd8Pk=,9677.0,"[23215, 30388, 30388, 30274, 23215, 3040, 30388, 23215, 30343, 28643, 23215, 52542, 4580, 42446, 42443, 29116, 30112, 21636, 33796, 33796, 30274, 30343, 16178, 27121, 28422, 30344, 35179, 30274, 28613, 26907, 28422, 23215, 52859, 29888, 12795, 52343, 19274, 19274, 11824, 5044, 11787, 24122, 24276, 7090, 52487, 16439, 39771, 26979, 30345, 30279]"
"['2017-12-13 08', '2017-12-13 08', '2017-12-13 09', '2017-12-13 10', '2017-12-13 11', '2017-12-13 18', '2017-12-13 18', '2017-12-14 12', '2017-12-17 08', '2017-12-17 11', '2017-12-17 16', '2017-12-17 16', '2017-12-17 17', '2017-12-17 18', '2017-12-17 18', '2017-12-17 18', '2017-12-18 13', '2017-12-18 17', '2017-12-18 17', '2017-12-18 17', '2017-12-18 22', '2017-12-19 20', '2017-12-20 11', '2017-12-20 12', '2017-12-22 13', '2017-12-23 08', '2017-12-23 13', '2017-12-23 14', '2017-12-24 09', '2017-12-24 09', '2017-12-24 09', '2017-12-24 10', '2017-12-25 11', '2017-12-25 11', '2017-12-25 16', '2017-12-26 07', '2017-12-26 17', '2017-12-27 11', '2017-12-27 19', '2017-12-27 19', '2017-12-27 19', '2017-12-27 20', '2017-12-28 08', '2017-12-28 14', '2017-12-29 08', '2017-12-29 16', '2017-12-30 09', '2017-12-30 13', '2017-12-31 07', '2017-12-31 19']","[33363, 6677, 37921, 47136, 24411, 236, 132, 33990, 20163, 25073, 25273, 37136, 19051, 48617, 48119, 8692, 35201, 9534, 14103, 6572, 45895, 10273, 39646, 53147, 32227, 35230, 21016, 40425, 22469, 25389]",9FNiZypW7FhvZWPmn+M8RC3nKrKnKPryeDN1jo1Q1dQ=,18373.0,"[25418, 25407, 25418, 35508, 52508, 35830, 35835, 25369, 1269, 39536, 52682, 52726, 16994, 16993, 16991, 16995, 25403, 35508, 27719, 24307, 7340, 34986, 25403, 25403, 52396, 25403, 34795, 48944, 34730, 48946, 48972, 34730, 35036, 20847, 47028, 25378, 17184, 42015, 37077, 37068, 37095, 37077, 25403, 42015, 25403, 25418, 20847, 34936, 48959, 18370]"
"['2017-12-20 13', '2017-12-20 13', '2017-12-20 14', '2017-12-20 14', '2017-12-20 15', '2017-12-20 15', '2017-12-20 15', '2017-12-20 15', '2017-12-20 16', '2017-12-20 16', '2017-12-20 16', '2017-12-20 17', '2017-12-20 17', '2017-12-21 17', '2017-12-21 17', '2017-12-21 17', '2017-12-21 18', '2017-12-21 18', '2017-12-21 21', '2017-12-22 13', '2017-12-22 15', '2017-12-22 16', '2017-12-22 17', '2017-12-22 17', '2017-12-22 17', '2017-12-22 17', '2017-12-22 17', '2017-12-22 19', '2017-12-22 19', '2017-12-23 19', '2017-12-23 19', '2017-12-29 18', '2018-01-02 16', '2018-01-02 18', '2018-01-02 18', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-02 19', '2018-01-02 20', '2018-01-04 17', '2018-01-04 17', '2018-01-04 17', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-04 18', '2018-01-05 15', '2018-01-05 15']","[36994, 29831, 39824, 44312, 31170, 46526, 19446, 24705, 27710, 355, 39353, 32832, 4406, 30306, 34798, 42385, 33893, 42943, 14085, 2701, 49135, 20820, 9304, 6040, 6019, 4576, 34697, 36701, 27351, 3380]",B21LPg0nT/vCkaEMlD1eXU/fg9HFb1wfHLAznxyDKl4=,48918.0,"[24350, 30585, 19095, 27846, 30809, 19463, 30894, 30043, 29779, 29835, 29605, 30012, 41899, 18649, 18674, 18674, 42502, 42502, 24369, 28142, 44188, 19099, 19079, 19099, 19097, 19099, 19097, 18916, 19559, 19212, 34381, 7465, 34984, 52412, 34797, 52408, 35157, 52412, 52411, 35157, 19038, 19076, 18916, 19038, 18257, 19368, 18915, 19416, 52412, 52408]"
"['2017-12-12 13', '2017-12-12 20', '2017-12-13 13', '2017-12-13 13', '2017-12-13 17', '2017-12-13 20', '2017-12-13 20', '2017-12-14 09', '2017-12-14 14', '2017-12-15 09', '2017-12-15 12', '2017-12-16 11', '2017-12-16 12', '2017-12-16 13', '2017-12-18 12', '2017-12-19 13', '2017-12-19 20', '2017-12-20 10', '2017-12-20 12', '2017-12-20 16', '2017-12-20 18', '2017-12-21 13', '2017-12-21 20', '2017-12-22 13', '2017-12-22 20', '2017-12-22 20', '2017-12-23 12', '2017-12-23 13', '2017-12-23 14', '2017-12-23 14', '2017-12-23 15', '2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-23 16', '2017-12-23 17', '2017-12-26 12', '2017-12-27 10', '2017-12-27 13', '2017-12-27 13', '2017-12-27 20', '2017-12-28 09', '2017-12-28 13', '2017-12-29 13', '2017-12-31 19', '2018-01-02 10', '2018-01-02 13', '2018-01-02 18', '2018-01-02 20']","[30268, 10983, 48978, 49216, 7131, 6588, 7101, 39673, 29082, 42703, 30263, 25091, 36136, 21852, 5797, 50700, 49533, 17552, 20577, 34951, 12274, 27433, 504, 52758, 35869, 5882, 28547, 20635, 53146, 49702]",HTN7Uk1mISnXDAo73y1jEqe+ltkNyMknaUrEcCeihRU=,30637.0,"[52649, 30580, 52634, 4831, 52625, 27900, 30580, 27979, 52663, 27979, 52647, 27983, 19090, 19091, 52663, 52656, 30580, 30638, 52663, 52583, 52651, 52647, 30580, 52650, 27900, 52621, 34742, 35044, 34842, 34747, 34969, 52397, 52395, 52395, 52395, 34977, 52397, 52649, 30638, 52602, 52646, 30580, 27979, 52634, 52650, 9362, 30575, 52664, 52652, 9520]"
"['2017-12-26 08', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-26 18', '2017-12-27 08', '2017-12-27 08', '2017-12-27 08', '2017-12-27 08', '2017-12-27 12', '2017-12-27 12', '2017-12-27 13', '2017-12-28 10', '2017-12-28 11', '2017-12-28 11', '2017-12-28 11', '2017-12-28 11', '2017-12-28 11', '2017-12-28 11', '2017-12-28 12', '2017-12-29 12', '2017-12-29 13', '2017-12-29 13', '2017-12-29 13', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 14', '2017-12-29 15', '2017-12-29 17', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-30 17', '2017-12-30 18', '2017-12-30 18', '2017-12-30 18', '2018-01-01 18', '2018-01-02 07', '2018-01-02 07', '2018-01-02 18', '2018-01-02 18', '2018-01-03 07', '2018-01-03 07', '2018-01-03 18', '2018-01-03 18', '2018-01-04 07']","[39809, 47106, 20423, 10610, 28157, 3258, 39892, 36356, 52136, 48824, 48618, 29885, 18710, 29844, 45962, 41781, 9565, 18200, 30170, 46945, 39924, 9218, 46578, 21562, 38199, 2613, 37600, 29419, 14395, 47904]",XRiZGeROWTQO95pceBu4L5JSNJFUPo20R1g6b9wzHFY=,3037.0,"[30438, 30397, 36504, 30333, 30269, 7405, 30345, 30438, 30368, 7405, 4805, 30345, 30382, 316, 30355, 30303, 35844, 27011, 35851, 27002, 27155, 35852, 30419, 46157, 30372, 7405, 18755, 36504, 30780, 7325, 37518, 18739, 30630, 4805, 30629, 3394, 37419, 36504, 37419, 16421, 45520, 4805, 30438, 7405, 30345, 7405, 30438, 7405, 30345, 7405]"
