visited_datehours,candidates,hash_uid,test_pid,visited_pids
"['2017-12-26 23', '2017-12-27 07', '2017-12-27 07', '2017-12-27 07', '2017-12-27 16', '2017-12-27 17', '2017-12-27 17', '2017-12-27 17', '2017-12-27 17', '2017-12-27 17', '2017-12-28 07', '2017-12-28 08', '2017-12-28 08', '2017-12-28 08', '2017-12-28 17', '2017-12-28 17', '2017-12-28 17', '2017-12-28 17', '2017-12-29 07', '2017-12-29 07', '2017-12-29 07', '2017-12-29 07', '2017-12-29 07', '2017-12-29 07', '2017-12-29 07', '2017-12-29 08', '2017-12-29 09', '2017-12-29 12', '2017-12-29 18', '2017-12-30 14', '2017-12-30 14', '2017-12-30 14', '2017-12-30 14', '2017-12-30 15', '2018-01-02 07', '2018-01-02 11', '2018-01-02 12', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 18', '2018-01-02 19', '2018-01-03 07', '2018-01-03 07', '2018-01-03 18', '2018-01-03 18', '2018-01-03 18']","[46770, 30270, 18858, 7432, 52071, 24167, 49494, 1163, 26022, 21433, 16184, 13308, 30864, 29590, 43363, 21303.0, 22917, 20546, 42070, 3254, 47755, 46051, 29777, 42538, 23159, 46940, 22578, 19336, 15431, 31978]",s8dQdeFiY3ctt1T4cJvr15PdyZhpmbUKIJno6sSBhW0=,31038.0,"[8784.0, 28469, 28577, 31001, 31126, 31003, 31029, 28470, 28474, 3088, 28578, 4235, 31027, 31001, 31126, 28473, 28475, 8784.0, 28577, 28514, 7362, 31037, 28529, 31001, 28524, 31124, 34431, 14207, 28473, 18658, 24338, 24369, 24332, 18649, 31001, 23974, 23973, 28473, 31029, 31125, 8784.0, 28474, 28504, 31126, 15065, 31001, 31027, 31029, 31126, 28475]"
"['2017-12-16 12', '2017-12-16 13', '2017-12-16 15', '2017-12-16 15', '2017-12-16 15', '2017-12-17 08', '2017-12-17 08', '2017-12-17 08', '2017-12-17 08', '2017-12-17 08', '2017-12-17 08', '2017-12-17 08', '2017-12-18 15', '2017-12-20 15', '2017-12-20 15', '2017-12-22 13', '2017-12-22 23', '2017-12-24 09', '2017-12-24 13', '2017-12-24 14', '2017-12-26 19', '2017-12-26 21', '2017-12-28 16', '2017-12-29 12', '2017-12-29 12', '2017-12-31 11', '2017-12-31 11', '2017-12-31 11', '2017-12-31 11', '2017-12-31 11', '2017-12-31 11', '2017-12-31 12', '2017-12-31 12', '2017-12-31 17', '2017-12-31 17', '2017-12-31 17', '2017-12-31 17', '2017-12-31 17', '2018-01-01 09', '2018-01-01 21', '2018-01-02 17', '2018-01-03 09', '2018-01-03 14', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-03 19', '2018-01-04 15', '2018-01-04 15', '2018-01-04 16']","[6966, 47890.0, 11351, 25670, 18088, 5441, 8759, 30847, 33264, 23372, 27818, 33085, 23413, 7657, 29071, 34040, 2736, 44561, 48952, 12175, 10397, 38718, 29326, 35127, 11020, 49556, 19412, 223, 898, 8882]",ioeDaaXeI3NaYM2ex3twC3MhXQDwAQCFFRWXhtCrQl8=,38296.0,"[30302, 20636, 28613, 28422, 3053, 47317, 47312, 47312, 47317, 47317, 47312, 47317, 44629, 28485, 28474, 46435, 43009, 46443, 31399, 46461, 39133, 21733, 46464, 13980, 53560, 27390, 31027, 31032, 31033, 31001, 8784.0, 27931, 27390, 31034, 31127, 8784.0, 31033, 31039.0, 41230, 46461, 44629, 46461, 46461, 8784.0, 34750, 31053, 38285, 38291, 17914, 8784.0]"
"['2017-12-14 20', '2017-12-15 09', '2017-12-16 18', '2017-12-16 18', '2017-12-17 12', '2017-12-17 15', '2017-12-19 14', '2017-12-20 22', '2017-12-21 06', '2017-12-23 12', '2017-12-23 19', '2017-12-23 19', '2017-12-23 19', '2017-12-24 11', '2017-12-24 12', '2017-12-25 09', '2017-12-25 12', '2017-12-25 12', '2017-12-25 14', '2017-12-25 14', '2017-12-25 14', '2017-12-25 15', '2017-12-25 16', '2017-12-26 06', '2017-12-27 07', '2017-12-27 11', '2017-12-27 12', '2017-12-28 00', '2017-12-28 07', '2017-12-28 09', '2017-12-28 10', '2017-12-28 11', '2017-12-28 12', '2017-12-28 13', '2017-12-28 18', '2017-12-29 10', '2017-12-29 21', '2017-12-30 11', '2017-12-30 13', '2017-12-30 16', '2017-12-30 16', '2017-12-31 09', '2017-12-31 11', '2017-12-31 12', '2017-12-31 14', '2017-12-31 15', '2017-12-31 15', '2017-12-31 15', '2018-01-01 13', '2018-01-01 14']","[52503, 8281, 8599, 23863, 6099.0, 11556, 723, 18105, 36488, 18114, 35931, 52256, 19594, 50739, 53211, 10456, 35269, 31954, 12597, 30446, 31064, 34338, 19274, 19526, 8379, 13155, 30939, 50136, 27537, 18045]",hG63E5+oy/2tlol1+DvYrEtfk2EyGU1TuDLEvUh8HtQ=,28601.0,"[7095, 27051, 30457, 53221, 13008, 30457, 20968, 30457, 12306, 53111, 30410, 53115, 53114, 30393, 34255, 19296, 9442, 49879, 984, 9355, 405, 53111, 53114, 12306, 12306, 8626, 44449, 30456, 12306, 12306, 35025, 35012, 34215, 34215, 21114, 44449, 30457, 30358, 20962, 53220, 53221, 12306, 30393, 34255, 15398, 28182, 30457, 9354, 24542, 15377]"
"['2017-12-24 16', '2017-12-24 17', '2017-12-26 08', '2017-12-26 15', '2017-12-26 16', '2017-12-26 18', '2017-12-27 17', '2017-12-27 17', '2017-12-27 17', '2017-12-27 18', '2017-12-27 21', '2017-12-27 22', '2017-12-27 23', '2017-12-28 10', '2017-12-28 12', '2017-12-28 18', '2017-12-28 18', '2017-12-29 08', '2017-12-29 12', '2017-12-29 19', '2017-12-30 12', '2017-12-30 12', '2017-12-30 12', '2017-12-30 12', '2017-12-30 12', '2017-12-30 13', '2017-12-30 13', '2017-12-30 15', '2017-12-30 15', '2017-12-30 15', '2017-12-30 15', '2017-12-30 15', '2017-12-30 15', '2017-12-30 15', '2017-12-30 16', '2017-12-30 16', '2017-12-30 16', '2017-12-30 17', '2017-12-31 13', '2018-01-01 15', '2018-01-01 16', '2018-01-01 16', '2018-01-01 16', '2018-01-01 17', '2018-01-01 17', '2018-01-02 07', '2018-01-02 12', '2018-01-02 13', '2018-01-02 13', '2018-01-02 20']","[24156, 49244, 31434, 34052, 9452, 3962, 12457, 37990, 35519, 43009, 42896, 10122, 45867, 16580, 34576, 33586, 14248, 29435, 27135, 48883, 49385, 47333, 48379, 17378, 49789, 18390, 34718, 19868, 38692, 29182]",za42/s3efk75nCyyhy7LYAvwpQYEYzp7x8qHO5uyNc8=,28444.0,"[48259, 48259, 27626, 8687, 8687, 10001, 29959.0, 29942, 30048, 10609, 50952, 50952, 50952, 4406, 28112, 27961, 27913, 28452, 583, 28679, 29873, 30036, 30038, 30037.0, 7454, 30955, 52550, 42917, 30041, 30040, 18119.0, 15374, 9661, 29713, 28677, 29563, 28679, 7445.0, 18583, 18603, 18262, 18522, 18497, 17366, 7449, 28572, 45491, 8847, 45492, 28110]"
"['2017-12-05 12', '2017-12-05 17', '2017-12-05 18', '2017-12-06 07', '2017-12-06 11', '2017-12-06 12', '2017-12-06 12', '2017-12-06 12', '2017-12-06 12', '2017-12-07 07', '2017-12-07 12', '2017-12-07 17', '2017-12-07 20', '2017-12-08 07', '2017-12-08 17', '2017-12-13 07', '2017-12-13 17', '2017-12-14 18', '2017-12-14 18', '2017-12-15 07', '2017-12-15 18', '2017-12-16 13', '2017-12-18 16', '2017-12-19 17', '2017-12-19 17', '2017-12-19 18', '2017-12-19 18', '2017-12-20 07', '2017-12-20 14', '2017-12-20 15', '2017-12-21 10', '2017-12-22 07', '2017-12-22 17', '2017-12-26 14', '2017-12-26 14', '2017-12-26 14', '2017-12-26 15', '2017-12-26 22', '2017-12-26 22', '2017-12-27 11', '2017-12-27 12', '2017-12-27 18', '2017-12-27 21', '2017-12-27 21', '2017-12-28 18', '2017-12-29 07', '2017-12-29 08', '2017-12-29 10', '2017-12-29 15', '2018-01-02 07']","[5900, 16801, 18329, 46403, 2791, 27355, 29871, 34278, 1237.0, 26909, 27134, 9118, 30873, 19105, 1478, 45377, 32935, 45797, 51115, 42168, 9893, 33927, 50768, 40482, 52296, 34435, 30409, 11996, 6758, 23855]",F4KDTVrnVtplEM9gtO6TeLZ2tEhblVpc9lJkntwJyxQ=,15480.0,"[34308, 27726, 26178, 26384, 52407, 34969, 35110, 34969, 34848, 27627, 39838, 24337, 48092, 27599, 27059, 27356, 27665, 27672, 27059, 27747, 24336, 26178, 27980, 27750, 27856, 26103, 26373, 27867, 17923, 39838, 40820, 26107, 27980, 34917.0, 34908, 34860, 52411, 27746, 27953, 1878, 47000, 27757, 27370, 27056, 27433, 26601, 27949, 36314, 27979, 27335]"
"['2017-12-10 13', '2017-12-10 14', '2017-12-10 18', '2017-12-10 20', '2017-12-10 20', '2017-12-11 08', '2017-12-11 08', '2017-12-11 18', '2017-12-11 18', '2017-12-12 12', '2017-12-12 12', '2017-12-12 12', '2017-12-12 12', '2017-12-12 18', '2017-12-12 18', '2017-12-12 18', '2017-12-12 18', '2017-12-12 18', '2017-12-12 19', '2017-12-13 11', '2017-12-13 12', '2017-12-13 18', '2017-12-14 08', '2017-12-14 12', '2017-12-14 13', '2017-12-14 18', '2017-12-14 22', '2017-12-14 22', '2017-12-15 08', '2017-12-15 08', '2017-12-15 11', '2017-12-15 12', '2017-12-15 18', '2017-12-15 19', '2017-12-15 19', '2017-12-19 08', '2017-12-19 08', '2017-12-19 12', '2017-12-19 12', '2017-12-19 12', '2017-12-19 18', '2017-12-19 18', '2017-12-20 12', '2017-12-20 18', '2017-12-20 18', '2017-12-21 08', '2017-12-21 12', '2017-12-21 12', '2017-12-21 12', '2017-12-21 12']","[35321, 14886, 39534, 34883, 24527, 24355, 25826, 11516, 38372, 1184, 1622, 44998, 19345, 11638, 50192, 40490, 14945, 46618, 10515, 30370, 42593, 50069, 7387, 29947, 8420, 12528, 8720, 51166, 43897, 48942]",4BRjg55fSzgmbQ1wCNM0DtO1po2dnWZud7m11a6joqQ=,35158.0,"[48726, 48726, 15109, 35565, 35564, 27835, 29520, 35564, 35554, 34921, 34697, 35176, 34699, 27831, 34766, 35087, 34863, 34837, 35552, 37721, 34964, 35552, 27834, 34870.0, 35102, 29082, 35569, 35558, 27834, 27835, 34984, 34984, 27955, 35554, 35564, 27953, 35087, 34798, 34837, 35138, 35552, 35564, 35037, 24330, 24331, 27835, 34767, 34839, 34782, 35087]"
"['2017-12-11 09', '2017-12-11 10', '2017-12-11 10', '2017-12-11 16', '2017-12-11 21', '2017-12-12 11', '2017-12-12 12', '2017-12-14 09', '2017-12-14 09', '2017-12-15 15', '2017-12-15 16', '2017-12-16 13', '2017-12-16 17', '2017-12-16 18', '2017-12-18 10', '2017-12-18 13', '2017-12-18 18', '2017-12-19 10', '2017-12-19 17', '2017-12-21 10', '2017-12-21 18', '2017-12-21 19', '2017-12-22 15', '2017-12-22 15', '2017-12-22 15', '2017-12-22 19', '2017-12-23 17', '2017-12-24 09', '2017-12-24 09', '2017-12-24 09', '2017-12-24 09', '2017-12-24 16', '2017-12-25 11', '2017-12-25 12', '2017-12-25 13', '2017-12-25 14', '2017-12-25 20', '2017-12-27 10', '2017-12-28 17', '2017-12-28 17', '2017-12-29 11', '2017-12-29 16', '2017-12-30 11', '2017-12-30 19', '2017-12-31 10', '2017-12-31 12', '2018-01-01 15', '2018-01-01 21', '2018-01-02 17', '2018-01-02 17']","[2943, 24542, 13009, 25432, 18657, 27671, 24341, 32257, 10476, 34211, 659, 46975, 37198, 37329, 21073, 36032, 25501, 36101, 28814, 37671, 20278, 47001, 47957, 8374, 19908, 53282, 44252, 22345, 31452, 48322]",7VmfvsLarATp3jCyuRtpyNq2RkBk44G3I1Oh5cJq7aQ=,31034.0,"[27154, 31123, 31026, 1559, 7895, 25498, 7962, 26288, 27114, 31033, 29189, 28145, 34693, 27953, 31017, 9575, 19781, 31123, 47195, 31026, 49411, 49411, 31126, 29086, 31019, 29106.0, 27001, 27003, 29814, 27145, 30038, 27000, 40341, 22099, 34094, 33900, 8117, 31123, 31023, 38205, 16004, 31019, 29067, 28092, 29386, 43129, 48565, 12302, 27056, 28017]"
"['2017-12-05 07', '2017-12-05 12', '2017-12-05 12', '2017-12-05 13', '2017-12-06 07', '2017-12-06 08', '2017-12-06 17', '2017-12-06 19', '2017-12-06 20', '2017-12-06 21', '2017-12-07 12', '2017-12-08 07', '2017-12-08 07', '2017-12-08 07', '2017-12-08 12', '2017-12-08 18', '2017-12-08 18', '2017-12-08 18', '2017-12-08 18', '2017-12-08 19', '2017-12-08 19', '2017-12-08 20', '2017-12-08 20', '2017-12-08 20', '2017-12-08 20', '2017-12-08 20', '2017-12-08 20', '2017-12-08 21', '2017-12-08 22', '2017-12-08 22', '2017-12-08 22', '2017-12-08 23', '2017-12-11 14', '2017-12-15 12', '2017-12-15 14', '2017-12-15 14', '2017-12-15 15', '2017-12-18 07', '2017-12-18 11', '2017-12-18 11', '2017-12-18 19', '2017-12-18 22', '2017-12-21 12', '2017-12-22 11', '2017-12-22 12', '2017-12-26 12', '2017-12-27 12', '2017-12-27 13', '2017-12-27 13', '2018-01-02 12']","[29057, 3967, 43206, 18142, 29867, 52433, 5081, 30686, 40530, 842, 1244, 37587, 22099, 31, 6181, 30738, 27505, 33705, 52354.0, 42181.0, 34304, 17123, 34881, 8262, 34431, 399, 50791, 33384, 19144, 1004]",cOrzLkeTMll2+6j91PzsJ+O69KRhQunEOWd8rc5lUT4=,6884.0,"[34741, 44030, 45506, 45506, 27473, 27473, 35512, 7752, 7752, 7752, 25502, 34742, 27371, 35029, 51997, 48992, 34824, 48972, 34886, 48972, 48992, 34923, 34940, 48992, 34846, 48972, 34741, 34940, 34740, 34940, 29107, 28846, 34784, 43232, 48953, 27614, 29107, 27355, 34861, 34751, 50834, 29107, 33221, 1895, 5653, 51339, 50834, 39575, 1895, 1895]"
"['2017-12-15 14', '2017-12-15 19', '2017-12-15 20', '2017-12-15 22', '2017-12-15 22', '2017-12-18 18', '2017-12-18 20', '2017-12-19 07', '2017-12-19 07', '2017-12-19 19', '2017-12-21 14', '2017-12-21 14', '2017-12-21 14', '2017-12-21 16', '2017-12-21 18', '2017-12-23 16', '2017-12-23 16', '2017-12-24 14', '2017-12-24 15', '2017-12-24 15', '2017-12-26 07', '2017-12-26 07', '2017-12-26 07', '2017-12-26 08', '2017-12-27 07', '2017-12-27 18', '2017-12-27 19', '2017-12-28 07', '2017-12-28 18', '2017-12-28 19', '2017-12-28 19', '2017-12-28 20', '2017-12-31 14', '2017-12-31 17', '2017-12-31 18', '2017-12-31 19', '2017-12-31 20', '2017-12-31 20', '2017-12-31 20', '2018-01-01 18', '2018-01-01 21', '2018-01-02 09', '2018-01-02 09', '2018-01-02 09', '2018-01-02 11', '2018-01-02 12', '2018-01-02 12', '2018-01-02 14', '2018-01-03 19', '2018-01-03 20']","[3072, 48622, 28410, 12277, 34323, 40685, 40191, 9862, 37465, 45774, 25330, 20878, 19099, 45131, 29545, 46528, 24712, 49603, 32901, 18269, 28108, 30738, 51838, 29581, 32491, 42858, 8771, 25463, 34803, 48750]",pQb3YIatEAAtWOMg3NH3KtdAVHrh5pVdfwCzo+D0qb0=,14465.0,"[6610, 10935, 1369, 33086, 9284, 31031, 49784, 31083, 31089, 20582, 41576, 31039.0, 31031, 16229, 8802, 30769, 17373, 30644.0, 30899, 30953, 31083, 31090, 31037, 4082, 31083, 31031, 20581.0, 31083, 31031, 15325, 39908, 21218, 31089, 18720, 18720, 35156, 34812, 34979, 35095, 26983.0, 30644.0, 29997, 29999, 29969, 29805, 41576, 6662, 6662, 7662, 12982]"
"['2017-12-24 19', '2017-12-24 20', '2017-12-24 20', '2017-12-24 21', '2017-12-24 21', '2017-12-24 21', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 17', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 18', '2017-12-25 19', '2017-12-25 19', '2017-12-25 20', '2017-12-26 17', '2017-12-26 18', '2017-12-26 18', '2017-12-26 19', '2017-12-26 20', '2017-12-28 16', '2017-12-28 16', '2017-12-28 16', '2017-12-28 16', '2017-12-28 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18', '2017-12-29 18', '2017-12-29 18', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2017-12-29 19', '2017-12-29 20']","[49353, 38071, 18428, 14562, 9372, 17432, 24709, 12027, 5719, 15509, 28178, 50472, 32970, 40527, 5575, 43888, 26620, 5942, 8332, 3885, 6880, 39699, 37257, 45841, 28151, 36883, 53652, 37209, 47991, 31103]",S0HhjAr2oc34d6Ps/ZcrqyqMiE9mZb7R0qjw0ehxRpg=,34996.0,"[35802, 35802, 35802, 12421, 42670, 35691, 9758, 4922.0, 10953, 37453, 9757, 9757, 9762.0, 15323, 36634, 15324, 671, 15323, 15324, 671, 671, 671, 47767, 35691, 49718, 15097, 15097, 15132, 47768, 15099, 35736, 49718, 15099, 34808, 35097, 34775, 34827, 34732, 34942, 34935, 34775, 34733, 34732, 34773, 34775, 34733, 34703, 34715.0, 34714, 34694]"
"['2017-12-25 15', '2017-12-25 15', '2017-12-25 16', '2017-12-25 16', '2017-12-25 17', '2017-12-27 13', '2017-12-27 13', '2017-12-27 13', '2017-12-27 14', '2017-12-28 18', '2017-12-28 22', '2017-12-29 16', '2017-12-29 16', '2017-12-29 17', '2017-12-29 17', '2017-12-29 17', '2017-12-29 18', '2017-12-29 18', '2017-12-31 20', '2017-12-31 20', '2017-12-31 21', '2017-12-31 21', '2018-01-01 12', '2018-01-01 14', '2018-01-01 15', '2018-01-01 15', '2018-01-02 13', '2018-01-03 12', '2018-01-03 12', '2018-01-03 12', '2018-01-03 12', '2018-01-03 13', '2018-01-03 13', '2018-01-03 13', '2018-01-03 13', '2018-01-03 13', '2018-01-03 13', '2018-01-03 20', '2018-01-03 21', '2018-01-03 21', '2018-01-03 21', '2018-01-03 21', '2018-01-03 21', '2018-01-04 11', '2018-01-04 15', '2018-01-04 15', '2018-01-04 15', '2018-01-04 15', '2018-01-04 16', '2018-01-04 16']","[49567, 37145, 15739, 9652, 36823, 50128, 41962, 24697, 26503, 50879, 23951, 18433, 12626, 34874, 48467, 17885, 48401, 17887, 1813, 11212, 37611, 41066, 3857, 25094, 52059, 8544, 15693, 25435, 26282, 48701]",SNdMf1EQ7eZT5RBXd2j8BDY56CS4HAA9flbyP939DM8=,48993.0,"[19368, 18917, 18268, 19099, 34002, 19468, 19546, 19530, 19421, 16322, 49698, 21796, 24572, 19097, 19087, 19072, 19232, 28143, 48298, 16322, 49698, 16322, 36501, 18268, 18257, 19563, 23684, 28137, 52412, 52413, 27956, 27953, 27954, 28156, 52408, 52412, 52411, 19421, 19460, 32402, 19421, 19445, 49698, 19232, 19099, 18256, 18275, 18272, 19079, 27502]"
"['2017-12-01 22', '2017-12-02 20', '2017-12-03 18', '2017-12-03 19', '2017-12-06 18', '2017-12-06 18', '2017-12-06 19', '2017-12-06 20', '2017-12-06 20', '2017-12-06 20', '2017-12-07 14', '2017-12-07 15', '2017-12-07 15', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 17', '2017-12-07 17', '2017-12-07 17', '2017-12-07 17', '2017-12-07 18', '2017-12-07 18', '2017-12-07 18', '2017-12-07 18', '2017-12-07 19', '2017-12-08 19', '2017-12-08 20', '2017-12-13 17', '2017-12-13 19', '2017-12-13 19', '2017-12-13 19', '2017-12-13 19', '2017-12-13 20', '2017-12-13 20', '2017-12-13 20', '2017-12-14 13', '2017-12-14 13', '2017-12-14 14', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15', '2017-12-14 15']","[11698, 52175, 52012, 18603, 18291, 39194, 29537, 29882, 18245, 10975, 28080, 3679, 42324, 24454, 3823, 2504, 27949, 42898, 39415, 23160, 52031, 20397, 52625, 47072, 51712, 15510, 15183, 26928, 23288, 27788]",TCJjETUMFEl5/1XrTEZ1FHYjTRU1TT7DpXF1CY3J1vM=,34716.0,"[1282, 26288, 7230, 8430, 8670, 7140, 8670, 31839, 8670, 51899, 48228.0, 18796, 18793, 18796, 2913, 34148, 18796, 18796, 7213, 18803, 11539, 34148, 34148, 8931, 8931, 16482, 48228.0, 11539, 16482, 51071, 51071, 5751, 43610, 43610, 43610, 43610, 43610, 43610, 43610, 47238, 24336, 47238, 35121, 35062.0, 31086, 34773, 34802, 34748, 34691, 35033]"
"['2017-12-05 18', '2017-12-05 20', '2017-12-05 20', '2017-12-06 15', '2017-12-06 15', '2017-12-06 15', '2017-12-06 15', '2017-12-06 15', '2017-12-06 16', '2017-12-06 22', '2017-12-07 09', '2017-12-07 09', '2017-12-07 09', '2017-12-07 12', '2017-12-07 12', '2017-12-07 13', '2017-12-07 14', '2017-12-07 14', '2017-12-07 14', '2017-12-07 14', '2017-12-07 14', '2017-12-07 16', '2017-12-07 16', '2017-12-07 16', '2017-12-07 20', '2017-12-07 20', '2017-12-08 17', '2017-12-08 19', '2017-12-11 08', '2017-12-11 19', '2017-12-11 22', '2017-12-12 08', '2017-12-12 14', '2017-12-12 14', '2017-12-12 15', '2017-12-12 18', '2017-12-12 23', '2017-12-20 19', '2017-12-21 08', '2017-12-21 08', '2017-12-21 09', '2017-12-22 15', '2017-12-22 16', '2017-12-27 16', '2017-12-28 22', '2017-12-28 22', '2017-12-28 22', '2017-12-29 16', '2017-12-29 18', '2017-12-29 19']","[48095, 47643, 28020, 39703, 30183, 8095, 43465, 10847, 3067, 46193, 6366, 41790, 40989, 24062, 41050, 34085, 34753, 16090, 34217, 5305, 16322, 34064, 30275, 43011, 31502, 45344, 48617, 24483, 24351, 29885]",B1DRFQ3vUioIqsbpMsox0REcXimSGhJAtegHr+MtnJc=,27113.0,"[34359, 27122, 27109, 8912, 10995, 47127, 10976, 11073, 51276, 14198, 35121, 27953, 27966, 35016, 35154, 35154, 29987, 29806, 31117, 31082, 29631, 3679, 29805, 29520, 27122, 27122, 21946, 28101, 43358, 6909, 6909, 43387.0, 12982, 12982, 34555, 34555, 27079, 24849, 43359, 11859, 34343, 34178, 38215, 34171, 27062, 27932, 28052, 34358, 27035, 27122]"
"['2017-12-15 14', '2017-12-15 14', '2017-12-17 14', '2017-12-17 17', '2017-12-17 20', '2017-12-17 20', '2017-12-18 18', '2017-12-19 12', '2017-12-19 18', '2017-12-20 18', '2017-12-20 18', '2017-12-20 18', '2017-12-20 18', '2017-12-21 07', '2017-12-21 19', '2017-12-22 08', '2017-12-22 08', '2017-12-22 19', '2017-12-23 10', '2017-12-23 10', '2017-12-23 13', '2017-12-23 13', '2017-12-23 14', '2017-12-26 12', '2017-12-26 12', '2017-12-26 12', '2017-12-27 07', '2017-12-27 12', '2017-12-28 13', '2017-12-28 14', '2017-12-28 14', '2017-12-28 14', '2017-12-29 12', '2017-12-29 16', '2017-12-29 17', '2017-12-30 11', '2017-12-30 11', '2017-12-30 12', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2017-12-30 17', '2018-01-02 08', '2018-01-02 12', '2018-01-02 12', '2018-01-02 19', '2018-01-03 07', '2018-01-04 18', '2018-01-04 18']","[30455, 8304, 41335, 53657, 8125, 18951, 37124, 18320, 28103, 37345, 31907, 48341, 35135, 23287, 27838, 7190, 48015, 30883, 25175, 48149, 5220, 14536, 37076, 18815, 3282, 38572, 50835, 35546, 26062, 14608]",NuJWSc5j73YaFZ9UMtNlJEZd2BAAVRUbedV4beElKXQ=,11846.0,"[34736, 52407, 1258, 30693, 38410, 38411, 30769, 43896, 30769, 24275, 24360, 11845, 24055, 30698, 30780, 30764, 34568, 6479, 27025, 27003, 29822, 29927, 18739, 35047, 35063, 34864, 30647, 3162, 3070, 31065, 31084, 24075, 3070, 30769, 30643, 29069, 48665, 11811, 12818, 27001, 27024, 27150, 27025, 34568, 15611, 34824, 21579, 30643, 11845, 27298]"
"['2017-12-20 13', '2017-12-20 14', '2017-12-20 15', '2017-12-20 16', '2017-12-20 17', '2017-12-20 18', '2017-12-21 09', '2017-12-21 09', '2017-12-21 10', '2017-12-21 11', '2017-12-21 12', '2017-12-21 15', '2017-12-22 13', '2017-12-22 18', '2017-12-23 12', '2017-12-23 12', '2017-12-23 13', '2017-12-23 14', '2017-12-23 15', '2017-12-23 16', '2017-12-23 17', '2017-12-23 18', '2017-12-26 11', '2017-12-27 12', '2017-12-27 13', '2017-12-27 13', '2017-12-27 14', '2017-12-27 15', '2017-12-27 16', '2017-12-28 12', '2017-12-28 16', '2017-12-28 17', '2017-12-28 18', '2017-12-28 19', '2017-12-28 19', '2017-12-29 18', '2017-12-29 19', '2017-12-29 20', '2017-12-29 21', '2017-12-29 22', '2018-01-02 12', '2018-01-02 12', '2018-01-02 12', '2018-01-02 12', '2018-01-02 12', '2018-01-03 12', '2018-01-03 12', '2018-01-03 13', '2018-01-03 13', '2018-01-03 14']","[28063, 11026, 47864, 44398, 19422, 20435, 30734, 22783, 18431, 50895, 11444, 11837, 5197, 22674, 1771, 7020, 42813, 47658, 12628, 51047, 27495, 27812.0, 49588, 45240, 21181, 38058, 45888, 18331, 3760, 5148]",ix3ufmevaW7CajaNCvmmXLT1tYX3ZpFczW6uDzntHy4=,30971.0,"[22757, 22757, 22757, 22757, 22757, 22757, 46448, 28619, 46443, 32123, 21126, 27349, 27855, 45957, 21790, 22757, 22757, 22757, 22757, 22757, 22757, 22757, 6657, 28480, 12592, 22757, 22757, 22757, 22757, 44998, 47528, 47528, 47528, 47528, 25930, 25851, 25851, 25851, 25851, 49158, 3561, 7376, 1484, 10042, 31039.0, 30972, 31039.0, 22757, 10042, 22757]"
